,,price_in_cents,price_in_cents,price_in_cents,travel_ts,travel_ts,travel_ts
,,min,mean,max,min,mean,max
o_city,d_city,,,,,,
694,7330,3190,3190.0,3190,0 days 09:45:00.000000000,0 days 09:45:00.000000000,0 days 09:45:00.000000000
694,9712,4290,4416.666666666667,4670,0 days 07:32:00.000000000,0 days 12:37:20.000000000,0 days 20:55:00.000000000
697,57,3900,5514.0,7900,0 days 10:20:00.000000000,1 days 01:41:00.000000000,1 days 16:45:00.000000000
697,76,4700,7180.0,8500,0 days 12:10:00.000000000,0 days 16:04:00.000000000,0 days 19:00:00.000000000
697,148,1200,1626.25,2050,0 days 02:30:00.000000000,0 days 02:56:00.000000000,0 days 04:40:00.000000000
697,152,3200,10111.0,12300,0 days 07:16:00.000000000,0 days 08:51:42.000000000,0 days 12:04:00.000000000
697,168,950,1388.0,1800,0 days 01:40:00.000000000,0 days 01:55:36.000000000,0 days 03:20:00.000000000
697,317,3400,4233.333333333333,5900,0 days 08:30:00.000000000,0 days 22:21:40.000000000,1 days 10:25:00.000000000
697,429,400,750.0,2700,0 days 00:50:00.000000000,0 days 04:37:55.000000000,1 days 04:40:00.000000000
697,453,3350,4028.5714285714284,4300,0 days 05:30:00.000000000,0 days 07:05:42.857142857,0 days 10:50:00.000000000
697,485,3190,4474.285714285715,5700,0 days 07:40:00.000000000,0 days 13:44:17.142857142,0 days 22:05:00.000000000
697,542,2800,7542.777777777777,15560,0 days 07:38:00.000000000,0 days 16:45:16.666666666,1 days 09:04:00.000000000
697,562,600,803.0612244897959,1400,0 days 01:00:00.000000000,0 days 01:32:33.061224489,0 days 05:35:00.000000000
697,628,1000,2831.844827586207,7850,0 days 02:25:00.000000000,0 days 04:00:49.137931034,1 days 02:12:00.000000000
697,639,3000,3222.5,3690,0 days 16:20:00.000000000,0 days 22:03:45.000000000,1 days 03:30:00.000000000
697,714,1800,2915.8823529411766,6580,0 days 02:50:00.000000000,0 days 04:43:33.529411764,0 days 20:25:00.000000000
697,727,600,675.0,950,0 days 01:00:00.000000000,0 days 01:15:00.000000000,0 days 02:20:00.000000000
697,809,2390,2907.5,3490,0 days 11:25:00.000000000,0 days 13:59:22.500000000,0 days 17:40:00.000000000
697,845,2400,5275.0,6850,0 days 07:00:00.000000000,0 days 13:13:04.285714285,0 days 21:20:00.000000000
697,1600,13596,14096.0,14596,1 days 19:35:00.000000000,1 days 20:25:00.000000000,1 days 21:15:00.000000000
697,7395,4310,4659.166666666667,5550,0 days 03:37:00.000000000,0 days 11:19:10.000000000,1 days 03:08:00.000000000
697,7453,2000,10693.75,18400,0 days 07:05:00.000000000,0 days 09:15:52.500000000,0 days 13:15:00.000000000
697,8861,3360,6660.0,9960,0 days 04:57:00.000000000,0 days 05:01:30.000000000,0 days 05:06:00.000000000
697,9126,2090,2090.0,2090,0 days 08:05:00.000000000,0 days 09:07:30.000000000,0 days 10:10:00.000000000
697,9251,300,320.0,400,0 days 00:40:00.000000000,0 days 00:44:00.000000000,0 days 00:50:00.000000000
704,472,3800,4690.0,5880,0 days 13:35:00.000000000,1 days 05:45:00.000000000,1 days 13:50:00.000000000
705,485,3790,4790.0,5790,0 days 15:30:00.000000000,0 days 22:55:00.000000000,1 days 12:00:00.000000000
705,628,2790,3195.0,3600,0 days 05:00:00.000000000,0 days 09:15:00.000000000,0 days 13:30:00.000000000
709,163,6180,6680.0,7180,0 days 19:25:00.000000000,0 days 19:32:30.000000000,0 days 19:40:00.000000000
709,649,2050,2438.5714285714284,3080,0 days 04:40:00.000000000,0 days 08:28:34.285714285,0 days 11:40:00.000000000
709,1070,1300,2335.0,3480,0 days 02:30:00.000000000,0 days 10:19:24.000000000,0 days 14:44:00.000000000
712,580,7390,8275.714285714286,10890,0 days 19:10:00.000000000,1 days 05:59:17.142857142,1 days 23:45:00.000000000
712,628,2490,3783.761467889908,5980,0 days 04:10:00.000000000,0 days 06:27:31.376146788,0 days 16:50:00.000000000
714,126,4750,7528.666666666667,12350,0 days 06:30:00.000000000,0 days 11:16:48.000000000,1 days 05:05:00.000000000
714,184,1400,3949.7872340425533,5260,0 days 03:32:00.000000000,0 days 04:17:47.234042553,0 days 06:45:00.000000000
714,197,2680,7010.0,8920,0 days 04:55:00.000000000,0 days 13:39:21.428571428,1 days 02:08:00.000000000
714,204,3390,8721.228070175439,13610,0 days 04:59:00.000000000,0 days 10:37:49.473684210,0 days 22:35:00.000000000
714,213,3200,3200.0,3200,0 days 13:40:00.000000000,0 days 13:40:00.000000000,0 days 13:40:00.000000000
714,446,1000,1315.0,1890,0 days 01:30:00.000000000,0 days 04:50:50.000000000,0 days 10:00:00.000000000
714,472,1990,8682.5,11100,0 days 05:03:00.000000000,0 days 07:06:51.000000000,0 days 13:53:00.000000000
714,485,1400,2510.0,4750,0 days 06:30:00.000000000,0 days 09:50:20.000000000,0 days 15:50:00.000000000
714,562,2400,6149.444444444444,9230,0 days 04:00:00.000000000,0 days 11:19:03.333333333,1 days 02:46:00.000000000
714,628,700,1234.6875,2560,0 days 01:10:00.000000000,0 days 02:18:15.312500000,0 days 13:28:00.000000000
714,694,1200,3650.0,6600,0 days 03:17:00.000000000,0 days 04:21:36.774193548,0 days 06:00:00.000000000
714,809,1700,7229.090909090909,16710,0 days 04:06:00.000000000,0 days 08:13:09.818181818,0 days 20:01:00.000000000
714,847,1000,2008.0,4110,0 days 02:40:00.000000000,0 days 04:59:56.000000000,0 days 08:30:00.000000000
714,2181,1100,1171.4285714285713,1300,0 days 01:30:00.000000000,0 days 02:02:51.428571428,0 days 03:10:00.000000000
714,5105,1400,1620.0,2090,0 days 04:30:00.000000000,0 days 07:48:45.000000000,0 days 13:25:00.000000000
714,5548,11300,11825.0,12350,0 days 15:27:00.000000000,0 days 16:29:00.000000000,0 days 17:31:00.000000000
714,9166,3200,5205.454545454545,7810,0 days 05:40:00.000000000,0 days 07:42:43.636363636,0 days 15:07:00.000000000
719,8011,2400,2400.0,2400,0 days 07:20:00.000000000,0 days 07:20:00.000000000,0 days 07:20:00.000000000
720,8317,5600,5600.0,5600,0 days 08:20:00.000000000,0 days 08:20:00.000000000,0 days 08:20:00.000000000
727,317,3900,3900.0,3900,1 days 21:10:00.000000000,1 days 23:15:00.000000000,2 days 01:20:00.000000000
727,1061,3400,4139.285714285715,4990,0 days 11:30:00.000000000,0 days 14:21:25.714285714,0 days 21:15:00.000000000
727,10233,3350,3525.0,3700,0 days 04:50:00.000000000,0 days 05:10:00.000000000,0 days 05:30:00.000000000
730,239,2000,2100.0,2200,0 days 20:25:00.000000000,0 days 20:25:00.000000000,0 days 20:25:00.000000000
730,453,1800,2195.714285714286,2990,0 days 06:30:00.000000000,0 days 12:32:51.428571428,0 days 22:45:00.000000000
730,628,950,2849.6,5430,0 days 02:03:00.000000000,0 days 04:49:19.200000000,0 days 17:10:00.000000000
732,76,4750,4750.0,4750,0 days 06:50:00.000000000,0 days 07:25:00.000000000,0 days 08:00:00.000000000
732,189,3300,6957.272727272727,15200,0 days 06:26:00.000000000,0 days 15:39:32.727272727,1 days 03:10:00.000000000
732,317,950,2139.0,3450,0 days 01:40:00.000000000,0 days 03:49:03.428571428,0 days 18:33:00.000000000
732,453,2700,8687.852760736196,16570,0 days 04:06:00.000000000,0 days 09:37:40.858895705,1 days 23:35:00.000000000
732,485,400,505.0,600,0 days 00:50:00.000000000,0 days 00:57:30.000000000,0 days 01:30:00.000000000
732,504,2400,2564.705882352941,3500,0 days 03:20:00.000000000,0 days 03:51:10.588235294,0 days 05:20:00.000000000
732,542,2090,5046.315789473684,9770,0 days 02:49:00.000000000,0 days 04:53:44.210526315,0 days 16:12:00.000000000
732,628,2670,7512.916666666667,14870,0 days 02:48:00.000000000,0 days 06:08:09.500000000,1 days 04:00:00.000000000
732,635,6690,16097.5,20000,0 days 09:59:00.000000000,0 days 11:31:30.000000000,0 days 15:05:00.000000000
732,714,2990,3388.3333333333335,4390,0 days 11:20:00.000000000,0 days 15:09:10.000000000,1 days 02:20:00.000000000
732,5448,1100,1661.904761904762,3200,0 days 01:30:00.000000000,0 days 04:27:08.571428571,0 days 17:05:00.000000000
732,7284,500,583.3333333333334,700,0 days 00:50:00.000000000,0 days 01:08:20.000000000,0 days 01:40:00.000000000
735,628,3790,4776.0,7490,0 days 14:25:00.000000000,0 days 21:29:00.000000000,1 days 08:25:00.000000000
737,628,2650,5242.857142857143,9600,0 days 02:31:00.000000000,0 days 03:41:57.857142857,0 days 06:22:00.000000000
737,845,5450,10554.545454545454,18900,0 days 08:00:00.000000000,0 days 15:44:21.818181818,1 days 03:57:00.000000000
740,126,2500,9658.57142857143,13100,0 days 04:32:00.000000000,0 days 09:53:17.142857142,1 days 07:05:00.000000000
753,845,2880,3290.0,3990,0 days 11:55:00.000000000,0 days 20:25:00.000000000,1 days 10:30:00.000000000
754,504,1690,6250.0,9390,0 days 12:15:00.000000000,0 days 15:24:00.000000000,0 days 18:25:00.000000000
769,628,1800,4463.684210526316,10080,0 days 02:11:00.000000000,0 days 06:42:25.263157894,1 days 02:13:00.000000000
777,440,6500,12505.714285714286,16300,0 days 06:26:00.000000000,0 days 07:40:00.000000000,0 days 09:20:00.000000000
777,2181,5250,5400.0,5600,0 days 07:50:00.000000000,0 days 08:33:20.000000000,0 days 09:10:00.000000000
809,21,2890,3378.181818181818,3790,0 days 12:05:00.000000000,0 days 16:28:10.909090909,1 days 02:30:00.000000000
809,89,1100,1834.0,2200,0 days 01:50:00.000000000,0 days 11:53:00.000000000,0 days 19:50:00.000000000
809,204,400,606.3636363636364,1270,0 days 00:50:00.000000000,0 days 02:01:16.363636363,0 days 21:59:00.000000000
809,277,1100,1400.0,1700,0 days 02:40:00.000000000,0 days 02:45:00.000000000,0 days 02:50:00.000000000
809,336,3000,3195.0,3490,0 days 11:00:00.000000000,0 days 12:45:00.000000000,0 days 13:25:00.000000000
809,453,3500,5620.0,14200,0 days 05:20:00.000000000,0 days 08:26:25.714285714,0 days 22:25:00.000000000
809,471,2750,2750.0,2750,0 days 04:30:00.000000000,0 days 04:30:00.000000000,0 days 04:30:00.000000000
809,485,2500,4982.068965517241,11650,0 days 03:50:00.000000000,0 days 05:12:37.241379310,0 days 08:20:00.000000000
809,504,6000,6000.0,6000,0 days 08:30:00.000000000,0 days 08:30:00.000000000,0 days 08:30:00.000000000
809,524,850,1823.5593220338983,3040,0 days 01:40:00.000000000,0 days 03:10:29.491525423,0 days 19:59:00.000000000
809,562,3600,13820.588235294117,19500,0 days 04:53:00.000000000,0 days 09:39:21.176470588,1 days 09:59:00.000000000
809,628,2000,5858.423913043478,17600,0 days 02:20:00.000000000,0 days 08:04:31.630434782,1 days 15:08:00.000000000
809,694,1600,2012.5,2650,0 days 03:40:00.000000000,0 days 11:41:15.000000000,0 days 21:30:00.000000000
809,714,2000,6928.245614035088,13110,0 days 04:09:00.000000000,0 days 09:54:11.578947368,1 days 07:35:00.000000000
809,843,4090,4390.0,4690,0 days 14:20:00.000000000,0 days 16:12:30.000000000,0 days 18:05:00.000000000
809,857,2100,2747.5,3100,0 days 14:55:00.000000000,0 days 22:16:15.000000000,1 days 05:15:00.000000000
809,940,1590,1670.0,1900,0 days 04:50:00.000000000,0 days 09:37:30.000000000,0 days 14:25:00.000000000
809,1061,2400,3370.3703703703704,4490,0 days 04:10:00.000000000,0 days 08:41:40.000000000,1 days 03:25:00.000000000
809,1539,2690,3965.5555555555557,5580,0 days 05:30:00.000000000,0 days 15:59:26.666666666,1 days 05:40:00.000000000
809,2181,2300,3450.9615384615386,4400,0 days 04:50:00.000000000,0 days 05:21:20.769230769,0 days 09:20:00.000000000
809,5197,4200,5866.666666666667,7900,0 days 13:30:00.000000000,1 days 04:01:40.000000000,1 days 15:20:00.000000000
814,485,3300,3445.0,3590,0 days 12:15:00.000000000,0 days 15:33:20.000000000,1 days 01:45:00.000000000
825,524,15000,17233.333333333332,19100,0 days 08:02:00.000000000,0 days 08:26:00.000000000,0 days 09:05:00.000000000
825,580,4750,4750.0,4750,0 days 06:40:00.000000000,0 days 06:40:00.000000000,0 days 06:40:00.000000000
825,714,4490,10486.0,13800,0 days 07:45:00.000000000,0 days 10:11:00.000000000,0 days 15:15:00.000000000
825,845,850,1197.8666666666666,2940,0 days 01:30:00.000000000,0 days 02:10:00.800000000,1 days 01:30:00.000000000
840,317,2000,4060.243902439024,5920,0 days 03:00:00.000000000,0 days 07:55:36.585365853,0 days 22:30:00.000000000
840,556,15600,17100.0,18700,0 days 13:57:00.000000000,1 days 03:31:00.000000000,1 days 13:18:00.000000000
843,89,2400,3848.5714285714284,4890,0 days 11:45:00.000000000,0 days 19:07:51.428571428,1 days 11:45:00.000000000
843,102,2400,8026.666666666667,12900,0 days 05:36:00.000000000,0 days 14:45:00.000000000,1 days 04:09:00.000000000
843,126,3700,4351.666666666667,4890,0 days 07:30:00.000000000,0 days 21:48:20.000000000,1 days 05:45:00.000000000
843,317,1700,2298.5714285714284,3000,0 days 03:50:00.000000000,0 days 09:50:00.000000000,0 days 15:05:00.000000000
843,485,1030,3777.6923076923076,10290,0 days 02:27:00.000000000,0 days 04:52:11.076923076,0 days 11:35:00.000000000
843,504,400,466.6666666666667,500,0 days 00:50:00.000000000,0 days 00:53:20.000000000,0 days 01:00:00.000000000
843,562,4890,9766.666666666666,14600,0 days 08:09:00.000000000,0 days 22:36:00.000000000,1 days 09:10:00.000000000
843,580,1400,1595.0,1790,0 days 09:55:00.000000000,0 days 10:57:30.000000000,0 days 12:00:00.000000000
843,628,4150,6027.272727272727,7300,0 days 07:10:00.000000000,0 days 09:10:49.586776859,0 days 17:20:00.000000000
843,732,1900,2465.0,3000,0 days 04:30:00.000000000,0 days 11:57:30.000000000,1 days 07:10:00.000000000
843,809,4090,9183.291139240506,14200,0 days 06:52:00.000000000,0 days 12:44:55.443037974,1 days 09:10:00.000000000
843,845,2480,4998.0,8710,0 days 04:20:00.000000000,0 days 05:41:51.000000000,0 days 08:02:00.000000000
843,848,3400,4812.5,6380,0 days 13:25:00.000000000,0 days 20:05:00.000000000,1 days 01:45:00.000000000
843,2245,11090,11090.0,11090,1 days 08:40:00.000000000,1 days 08:40:00.000000000,1 days 08:40:00.000000000
843,5595,3100,3775.0,4900,0 days 04:20:00.000000000,0 days 05:36:47.142857142,0 days 08:10:00.000000000
843,9123,1300,3144.2331288343557,3730,0 days 02:10:00.000000000,0 days 04:44:04.417177914,1 days 02:01:00.000000000
845,23,4390,11131.666666666666,25600,0 days 08:53:00.000000000,0 days 18:35:08.000000000,1 days 15:55:00.000000000
845,28,3950,4050.0,4150,0 days 06:50:00.000000000,0 days 07:40:00.000000000,0 days 08:30:00.000000000
845,30,1050,2775.294117647059,6050,0 days 03:10:00.000000000,0 days 10:02:29.411764705,1 days 11:50:00.000000000
845,54,4000,6304.285714285715,14700,0 days 06:40:00.000000000,0 days 13:17:54.857142857,1 days 09:50:00.000000000
845,76,1700,2957.0588235294117,5190,0 days 03:50:00.000000000,0 days 07:53:49.411764705,1 days 15:25:00.000000000
845,107,1200,1486.3636363636363,2800,0 days 01:50:00.000000000,0 days 02:58:10.909090909,0 days 10:00:00.000000000
845,109,1200,2366.309523809524,6600,0 days 02:40:00.000000000,0 days 03:46:55.714285714,0 days 09:30:00.000000000
845,126,1100,1905.4022988505747,4490,0 days 02:00:00.000000000,0 days 03:21:33.241379310,1 days 01:41:00.000000000
845,168,2800,5193.2,12500,0 days 08:04:00.000000000,0 days 18:57:55.200000000,1 days 08:15:00.000000000
845,227,2990,3843.3333333333335,5150,0 days 07:30:00.000000000,0 days 13:40:00.000000000,0 days 16:45:00.000000000
845,317,1550,3579.4871794871797,6510,0 days 04:48:00.000000000,0 days 10:04:03.076923076,0 days 23:40:00.000000000
845,455,1150,2140.909090909091,4300,0 days 02:50:00.000000000,0 days 04:02:54.545454545,0 days 15:10:00.000000000
845,467,4380,14202.0,30000,0 days 06:43:00.000000000,0 days 17:40:28.000000000,1 days 09:21:00.000000000
845,485,2700,4042.777777777778,5250,0 days 05:20:00.000000000,0 days 07:58:20.000000000,0 days 20:50:00.000000000
845,488,4400,4642.5,5290,0 days 07:30:00.000000000,0 days 11:43:45.000000000,0 days 16:20:00.000000000
845,504,2290,2948.9473684210525,3600,0 days 03:50:00.000000000,0 days 04:49:44.210526315,0 days 08:15:00.000000000
845,517,3250,4556.666666666667,5960,0 days 05:30:00.000000000,0 days 09:16:46.666666666,1 days 03:48:00.000000000
845,528,7780,9996.666666666666,12410,0 days 12:05:00.000000000,0 days 13:51:40.000000000,0 days 17:25:00.000000000
845,542,1450,1807.03125,2400,0 days 02:20:00.000000000,0 days 02:41:52.500000000,0 days 03:50:00.000000000
845,560,3990,4710.0,6150,0 days 08:30:00.000000000,0 days 14:33:20.000000000,0 days 18:40:00.000000000
845,562,2200,4078.6776859504134,6250,0 days 05:40:00.000000000,0 days 07:50:11.157024793,0 days 23:35:00.000000000
845,585,1400,2136.315789473684,2650,0 days 02:50:00.000000000,0 days 03:37:06.315789473,0 days 07:35:00.000000000
845,619,5150,6716.666666666667,7900,0 days 07:20:00.000000000,0 days 08:36:40.000000000,0 days 10:10:00.000000000
845,628,2400,5654.786324786325,18330,0 days 05:13:00.000000000,0 days 08:53:19.487179487,1 days 11:20:00.000000000
845,685,3590,9559.20634920635,32000,0 days 07:50:00.000000000,0 days 15:49:00.952380952,1 days 11:56:00.000000000
845,704,5790,5790.0,5790,0 days 17:40:00.000000000,0 days 17:40:00.000000000,0 days 17:40:00.000000000
845,843,1000,3826.25,6040,0 days 05:00:00.000000000,0 days 16:22:00.000000000,1 days 04:35:00.000000000
845,848,3590,5727.777777777777,8880,0 days 05:50:00.000000000,0 days 12:35:26.666666666,1 days 04:31:00.000000000
845,1038,4750,5333.333333333333,6250,0 days 06:10:00.000000000,0 days 06:40:00.000000000,0 days 07:20:00.000000000
845,1061,3500,7238.75,20200,0 days 06:58:00.000000000,0 days 16:23:30.000000000,1 days 11:47:00.000000000
845,1088,4300,6169.285714285715,11460,0 days 06:10:00.000000000,0 days 09:42:38.571428571,0 days 19:45:00.000000000
845,5595,600,1461.904761904762,1870,0 days 01:10:00.000000000,0 days 02:36:57.142857142,0 days 11:57:00.000000000
845,7507,4290,4956.666666666667,5490,0 days 12:55:00.000000000,0 days 17:38:20.000000000,1 days 01:00:00.000000000
845,9166,3000,3112.5,3250,0 days 04:00:00.000000000,0 days 04:47:30.000000000,0 days 05:40:00.000000000
845,11835,4550,7152.777777777777,11200,0 days 06:14:00.000000000,0 days 09:00:26.666666666,1 days 01:02:00.000000000
847,485,1790,4363.571428571428,5250,0 days 07:10:00.000000000,0 days 10:38:12.857142857,1 days 10:45:00.000000000
847,504,5090,10168.947368421053,18730,0 days 05:42:00.000000000,0 days 15:02:06.315789473,1 days 15:00:00.000000000
847,639,3690,5932.0,9450,0 days 11:50:00.000000000,0 days 21:46:00.000000000,1 days 20:10:00.000000000
847,714,1200,2460.0,5000,0 days 02:50:00.000000000,0 days 04:54:23.076923076,0 days 08:00:00.000000000
848,126,1400,2945.185185185185,5780,0 days 02:33:00.000000000,0 days 03:54:35.555555555,0 days 06:30:00.000000000
848,200,2400,4043.846153846154,6480,0 days 03:10:00.000000000,0 days 10:22:41.538461538,0 days 22:25:00.000000000
848,451,1800,8904.70588235294,16800,0 days 04:18:00.000000000,0 days 08:13:14.117647058,0 days 13:06:00.000000000
848,562,950,1770.3846153846155,3520,0 days 02:00:00.000000000,0 days 02:53:31.153846153,0 days 06:20:00.000000000
848,565,4690,4695.0,4700,0 days 18:50:00.000000000,0 days 21:32:30.000000000,1 days 00:15:00.000000000
848,580,4790,5520.0,6380,0 days 16:46:00.000000000,0 days 21:23:40.000000000,1 days 04:50:00.000000000
848,611,700,1166.8695652173913,2220,0 days 01:10:00.000000000,0 days 02:57:42.260869565,0 days 22:55:00.000000000
848,628,1000,1981.027027027027,6240,0 days 02:00:00.000000000,0 days 03:35:49.621621621,1 days 07:22:00.000000000
848,705,2690,3474.285714285714,4430,0 days 06:06:00.000000000,0 days 13:40:51.428571428,1 days 00:25:00.000000000
848,809,1690,2948.0,5250,0 days 07:20:00.000000000,0 days 13:44:30.000000000,1 days 03:40:00.000000000
848,1061,1690,8926.052631578947,15700,0 days 03:24:00.000000000,0 days 05:38:12.631578947,0 days 09:50:00.000000000
848,2070,2200,6710.0,10570,0 days 04:12:00.000000000,0 days 06:01:12.000000000,0 days 08:40:00.000000000
848,2643,3700,4875.0,10430,0 days 04:06:00.000000000,0 days 05:32:45.000000000,0 days 09:11:00.000000000
848,5115,7990,9695.0,11470,1 days 01:30:00.000000000,1 days 05:09:10.000000000,1 days 10:00:00.000000000
848,7408,1070,1076.6666666666667,1080,0 days 02:16:00.000000000,0 days 06:02:20.000000000,0 days 11:18:00.000000000
848,7864,2790,6830.4,12010,0 days 05:20:00.000000000,0 days 06:43:36.000000000,0 days 10:45:00.000000000
848,12166,3000,5700.0,8400,0 days 05:00:00.000000000,0 days 18:37:30.000000000,1 days 08:15:00.000000000
857,628,1100,1450.0,2990,0 days 01:50:00.000000000,0 days 04:06:36.774193548,0 days 23:40:00.000000000
857,809,2000,4642.720588235294,9020,0 days 04:00:00.000000000,0 days 13:56:36.176470588,1 days 14:36:00.000000000
857,2181,850,1350.0,1700,0 days 01:40:00.000000000,0 days 02:05:42.857142857,0 days 03:30:00.000000000
857,8124,4500,5648.0,6200,0 days 07:15:00.000000000,0 days 13:03:00.000000000,0 days 16:58:00.000000000
857,8861,1300,3533.3333333333335,4360,0 days 02:30:00.000000000,0 days 04:04:50.000000000,0 days 04:25:00.000000000
857,12166,600,2520.0,5300,0 days 01:20:00.000000000,0 days 09:54:00.000000000,0 days 22:45:00.000000000
868,562,4690,5253.333333333333,6080,0 days 17:35:00.000000000,0 days 21:11:40.000000000,1 days 03:25:00.000000000
872,148,5290,5450.0,5490,0 days 18:15:00.000000000,1 days 00:16:00.000000000,1 days 15:05:00.000000000
872,279,2400,4283.75,10340,0 days 03:00:00.000000000,0 days 07:22:22.500000000,0 days 14:25:00.000000000
872,440,4750,5270.0,5880,0 days 09:20:00.000000000,0 days 17:51:40.000000000,1 days 06:55:00.000000000
872,453,3100,9062.916666666666,13480,0 days 03:50:00.000000000,0 days 06:56:06.250000000,1 days 08:40:00.000000000
872,560,2390,4945.555555555556,9900,0 days 05:21:00.000000000,0 days 07:16:46.666666666,0 days 11:00:00.000000000
872,628,1400,5852.72,15580,0 days 02:34:00.000000000,0 days 07:46:15.360000000,1 days 04:35:00.000000000
872,714,3390,9624.09090909091,16700,0 days 04:19:00.000000000,0 days 09:58:32.727272727,1 days 03:26:00.000000000
872,730,3090,3317.5,3990,0 days 12:15:00.000000000,0 days 12:51:15.000000000,0 days 14:00:00.000000000
872,6841,6150,11488.75,13420,0 days 04:32:00.000000000,0 days 07:24:00.000000000,0 days 12:44:00.000000000
872,10480,1300,1762.5,2400,0 days 02:00:00.000000000,0 days 04:01:15.000000000,0 days 08:15:00.000000000
876,126,1890,3945.0,7580,0 days 05:00:00.000000000,0 days 09:32:48.000000000,0 days 17:25:00.000000000
876,148,950,2467.9190751445085,6000,0 days 01:50:00.000000000,0 days 02:57:24.971098265,0 days 06:16:00.000000000
876,168,1690,3261.0,5780,0 days 04:14:00.000000000,0 days 17:07:18.000000000,1 days 08:10:00.000000000
876,562,700,1780.0,3750,0 days 01:10:00.000000000,0 days 02:32:42.857142857,0 days 11:15:00.000000000
876,585,3900,7850.909090909091,16540,0 days 08:13:00.000000000,0 days 22:11:21.818181818,1 days 16:30:00.000000000
876,587,1390,7424.615384615385,17700,0 days 02:50:00.000000000,0 days 08:19:25.384615384,1 days 02:35:00.000000000
876,628,1700,5219.824561403509,14600,0 days 02:46:00.000000000,0 days 07:12:05.933014354,1 days 15:33:00.000000000
876,1061,3200,3611.6666666666665,4390,0 days 11:30:00.000000000,0 days 21:17:30.000000000,1 days 05:10:00.000000000
876,5303,3600,5174.0,7800,0 days 05:00:00.000000000,0 days 09:13:12.000000000,0 days 17:51:00.000000000
876,6074,3560,3560.0,3560,0 days 02:55:00.000000000,0 days 03:10:20.000000000,0 days 03:22:00.000000000
876,7340,5990,6740.0,7490,0 days 08:59:00.000000000,0 days 09:32:30.000000000,0 days 10:06:00.000000000
880,528,1300,1658.4848484848485,2400,0 days 02:00:00.000000000,0 days 03:16:21.818181818,0 days 08:40:00.000000000
880,673,3400,3814.0,4290,0 days 12:25:00.000000000,0 days 20:17:00.000000000,1 days 07:25:00.000000000
884,635,7570,7741.428571428572,7770,1 days 17:55:00.000000000,1 days 17:55:00.000000000,1 days 17:55:00.000000000
885,126,3450,5612.5,6990,0 days 04:22:00.000000000,0 days 09:52:30.000000000,1 days 00:40:00.000000000
885,628,1200,2171.625,6600,0 days 02:00:00.000000000,0 days 04:37:27.000000000,1 days 02:28:00.000000000
940,227,1400,1872.5,2400,0 days 08:10:00.000000000,0 days 12:57:30.000000000,0 days 17:45:00.000000000
940,451,4050,4096.666666666667,4190,0 days 05:50:00.000000000,0 days 07:43:20.000000000,0 days 11:30:00.000000000
940,809,1400,1590.0,1780,0 days 04:55:00.000000000,0 days 07:00:00.000000000,0 days 10:35:00.000000000
1041,524,4680,9360.344827586207,16920,0 days 06:20:00.000000000,0 days 14:23:02.068965517,1 days 08:40:00.000000000
1041,585,990,1170.0,1530,0 days 01:04:00.000000000,0 days 01:14:20.000000000,0 days 01:34:00.000000000
1041,628,3600,6925.0,13680,0 days 03:43:00.000000000,0 days 05:56:10.000000000,0 days 08:50:00.000000000
1041,7330,10000,13507.142857142857,17200,0 days 14:45:00.000000000,1 days 01:04:00.000000000,1 days 14:45:00.000000000
1061,23,850,5313.4375,8120,0 days 02:42:00.000000000,0 days 03:38:30.000000000,0 days 06:45:00.000000000
1061,37,1200,1764.0,2490,0 days 04:10:00.000000000,0 days 08:25:30.000000000,0 days 22:10:00.000000000
1061,57,3500,7477.64705882353,19200,0 days 06:05:00.000000000,0 days 12:37:05.294117647,1 days 09:50:00.000000000
1061,76,3800,7633.454545454545,12890,0 days 15:20:00.000000000,0 days 23:29:00.000000000,1 days 14:40:00.000000000
1061,122,6590,6685.0,6780,1 days 07:10:00.000000000,1 days 07:50:00.000000000,1 days 08:30:00.000000000
1061,126,2680,5206.981132075472,21000,0 days 04:43:00.000000000,0 days 13:05:18.113207547,1 days 03:40:00.000000000
1061,134,2090,2506.153846153846,3390,0 days 07:40:00.000000000,0 days 12:59:13.846153846,1 days 03:55:00.000000000
1061,168,3350,8845.625,13570,0 days 04:18:00.000000000,0 days 05:12:52.500000000,0 days 08:06:00.000000000
1061,171,1400,3441.6666666666665,6200,0 days 02:40:00.000000000,0 days 13:44:10.000000000,0 days 22:30:00.000000000
1061,189,2290,4770.0,6010,0 days 03:07:00.000000000,0 days 13:38:00.000000000,1 days 00:07:00.000000000
1061,192,2790,7597.0,14100,0 days 04:27:00.000000000,0 days 11:12:54.000000000,1 days 02:13:00.000000000
1061,238,950,6477.5,10080,0 days 02:30:00.000000000,0 days 06:46:20.000000000,1 days 01:25:00.000000000
1061,438,3100,8744.886363636364,19800,0 days 03:21:00.000000000,0 days 08:57:51.136363636,1 days 11:41:00.000000000
1061,453,700,888.0952380952381,1100,0 days 01:10:00.000000000,0 days 01:21:54.285714285,0 days 01:50:00.000000000
1061,467,2400,6870.697674418605,23900,0 days 01:40:00.000000000,0 days 10:54:55.813953488,1 days 11:34:00.000000000
1061,485,2800,8962.441860465116,19600,0 days 03:35:00.000000000,0 days 09:06:20.930232558,1 days 08:40:00.000000000
1061,488,3700,4311.666666666667,5390,0 days 09:55:00.000000000,0 days 14:57:30.000000000,1 days 06:05:00.000000000
